P
19.2
0.3
0
0
0
0
26.8
5.6
0
0
0
0
0
0
0
0
0
0
0
0
0
6.9
0
53.9
0.6
0
5.4
0
0.7
0
0
0
0
0
0
4.4
6.1
0
1.4
1.5
0
0
0
1.3
5.7
1.5
4.8
2.1
17.4
1.2
0
0
0
24.7
3.8
10.4
8.9
0.1
0
0
0
0.7
3.9
37.7
11.9
0.6
0
0
0
18.1
0
0
0
6.9
2.1
21.1
2
0
0
0
0
0
29.3
1.3
28.2
6.6
0
0
0
0
0
0
0
0
0
0.9
6.5
19.4
0
0
0
0
0
0
2.8
0.3
28.5
0
0
9.5
0
36.5
2.4
1.4
0
0.8
1.4
64.2
10.5
1.5
0.5
0.2
0.3
4.6
20.4
1.4
0.6
0
0.2
0
30.2
0
14.4
12.6
1.4
56.5
14.6
35.6
16.3
7.2
9.4
0
0
10.9
0
0
52.1
2.3
113.7
14.5
0
0.5
9.5
1.8
7.4
0.1
0
1.9
0
7.2
0
0.6
1.3
0
0
0
0
0
32.4
0
0
1.6
19.2
28.2
11.4
3.7
1.3
0
0
0
0.3
5.3
0.3
0
0
26
32.4
125.4
7.2
15.9
0
0.1
37.4
8
2
0
0
0
0
12.1
2.5
0
23.9
0
0
0
1
67.8
0.7
0
7.9
0
0
0
0
0
0
0.5
0
34.3
1.3
11.2
0
0.6
0
1.2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
18.6
0
0
0.1
0
0
0.4
0
0
0.2
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0.5
0
0
0
0
0
0
3.9
0
0
0
0
0
0
0
0
0
0
0.3
0.2
0
0
0
0
0.3
1.8
0.8
0
0
0
0.2
0
0.1
0
0
11.6
5.6
1.3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6.6
0.2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4.4
0.2
1.7
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0.1
2
4
0
4
1
0
0
11
0
12
2.5
0
0
0
0
0
0
0
0
0
13.4
2.5
0
2.5
55.5
2.2
7
0.2
0
8.5
6.5
0
0
0
0
0.5
0
0
0
0
0
3.2
1.5
4.8
5.1
0
0
19.8
0.5
18.5
0
15.8
1.8
1.5
17.3
1.4
1
0
0
0
21
1
0.5
2
2.5
2.5
0
0
0
13.9
0
8
14.2
0.2
0
0.2
9.2
0
0
0
0
0
0
0
4.7
0
0
1
0
0
0
0
0
0
0
2.1
1.9
5.9
0
0
0
0
0
0
0.5
0
0
0
0
0
0
0
0
0
0
0
0
0
28.4
35.2
19.9
10.9
0
0
0
0
0
0
77.5
1.9
3.4
0
0
0
0
2.4
0
0
0
39.7
13.9
24.9
7.1
4.4
5
5.9
78.4
12.9
0.9
0
0
0
0
0
0
2.4
3.7
0
0
0
0
0
0
4.4
0.5
0
0
0
0
0
4.6
2.1
0
0
0
0
0
0
0
0
0
0
0
1.6
8.9
7.9
33.1
8
0.8
4.2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6.3
4.1
0.3
0
0
21.9
0
1.1
0
0
0
1.6
0
55
0
0
0.1
1.3
16.3
0
0
0
0
0.2
0.4
0
3.2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.3
2.3
0
0.1
0
0
0
0
0
0
0
0
0
2.7
0
12
0.4
6
0
0
0
0
0
0
0.1
6.8
0
0
6.7
0.9
0
2
6.1
0.3
12.6
0
13.8
0
2.2
0
0
5.2
0.9
0.5
0
0
0
0
0
3.6
0
0
0
0
0
0
0
24.2
0.5
0
4.9
0
0
0
0
0
0
2.6
0
0
0
0
0
0
0
3.5
0
0
0
0
0
0
0
12.8
1
0.8
0
0
0
0
0
0
0
0
0
0
16.8
0
0
0
0
0
0
0
0
4.5
8
0
0
0
0
0
0
0
0
0
0
0
5.7
24
9.9
2.8
13.2
0
0
22.5
1.7
13.6
13.1
1.3
0.2
13.2
3.2
0.4
2.5
0
0
0
0
0
0
0
0
0
2.4
14.2
2
0
0.2
15.3
0
0
0
0
12
2.4
0.7
0
0
0
0
16.1
6.4
0
0
0
0
0.6
0
0
0
1
36.7
0
0
37
10.1
10.1
0
0
0
0
0
0
0
6.2
16
12.5
4.1
20
0.3
0
0
0.1
0
0
42.2
0.4
13
10
5
0
4.2
13.2
0.2
0
0
7.5
6.2
38
27
6
30.7
0
0.5
39.7
0
0
0
0
1.8
21
0
0
0
54.9
0
25.4
0
19.5
1.7
15.4
8.8
20.5
0
32.8
50.2
0
0
0
0
1.8
21.1
16.1
61.6
39.5
37.7
1.4
15
3
0.2
27.3
16.5
0
0
11.3
0.1
0
0
0
7.8
10.6
2.2
14.2
0
0
0.1
0
0
5.2
22
1.2
11.2
0
5.5
6.1
0
0.4
16.2
18.1
4
2.5
0
35.9
48.4
0
3.6
0
0
0
0
2.6
12.1
0
1.4
11.4
0
0.2
21.1
0
1.2
11
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.9
0
0
0.4
0
1.6
0
0
0
0
9.8
0
0
0
0.3
0
0
0
1.4
36.4
0
0
0
0
0
0
0
0
0
0
0
2.1
12.4
5.2
7
14.4
4.1
0
12.2
4.9
0.4
0
0
0
0.4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.2
5.5
0.2
0.3
0
0
0
0.2
8.5
0
0
0
0
0
0
0.4
3.6
13.1
0
0
0
0
0
0
11.3
0
0
0
29.7
16.1
0.2
0
9.4
0
2.9
0
0
10.9
1.2
0.3
0
0
0
0
0
0
0
0
0
0
0
0
0
6.4
0
0
0.5
2.2
0
0
0
0
0
0.5
0
0
0
0
0
0
0
0
0
2.6
0
0
0
0
0
0
0
0
0
0
0.6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
11.8
45
5.3
0
43.8
20.5
23.7
1.2
0
0
0
0
0
0
5.5
0
3.6
0
34.9
0
0
0
0
10.6
3.2
0
20.9
26.8
0
30.7
13.9
0
15.5
0
12.3
10.1
9
20.5
0
5
0
8
4
0
0
2.6
0
0
0
0
12.5
0
0
0
0
0
0
28.4
0
0
0
0.5
24.2
0
9.7
0
11.5
14
10.5
0
1.6
0
22.6
23
69.9
11.4
8.3
10.2
15.1
10.5
2.5
1
19.3
0
0
0
1.6
5.7
0
0.2
1.5
0
0
0
1.2
41.7
3.8
2.1
3.2
0
32.5
3.2
0
0
0
0
0
26.2
6.3
26.2
5.6
0.9
1.5
12.2
0.6
2.9
0
0
0
0
0
0
0
12.3
12.9
0
0
0
51.1
9
14.3
0
20.5
0
0
0
0
0
0
0
0
0
0
0
0
0
6.6
31
0
0
37.1
5.2
20.5
0
0
28.5
0
13.2
0
0
0
0
110.9
15.5
27.7
5.6
0
0
0
0
27.8
0
0
0
0
0
0
0
0
0
0
16.3
0
11.5
1.3
0
0
0
0
0
2.6
0
1.6
11.6
0
4.5
0.5
6.1
0
0
0
0
0
0
0
0
0
12.5
0
0
0
1.1
0
0
0
0
0
0
0
0
0
5.5
0
0
0
0
0
0
30.3
0
0
0
0
0
0
0
0
0
1.5
0
0
0
0
0
0
0
0
3.5
0
0
0
0
0
0
0.3
0
0
0
0
0
0
0
0
0
0
10.5
0
0
2.5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9.4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10
2.8
0
0
0.2
0
0
0
0
0
0
0
5.8
0
0
0
0
16.5
0.2
0
0
0
0
0
0
0
0
10.3
14
0
0
0
0
0
2.7
0
0
4.4
60.2
0
0
0
0
0
0
0
0
0
10.9
0
0
0
0
6.5
3.4
0
0
0
0
0
0
0
23.9
7.1
0
0
0
0
0
0
0
24.9
0
0
0
0
83.8
0.4
0
0
0
0
7.3
0
0
0
0
23.3
0
0
0
47.5
12.4
3.2
4.3
38.6
15.4
0
0
0
0
0
0
20.5
0
26.3
0
0
11.5
0
29.4
4.8
0
0
0
0
0
0
0
0
0
0
0
0
0
0
17.4
18.2
8.7
2.9
0
0
0
7.5
0
0
10.3
2.4
0
0
12.2
1
0
0
4.2
49.7
48.2
73.9
33
2.2
0
2.5
8
0
0
0
0
0
5.7
4.2
15.9
3.2
0
0
0
8.1
4
47.5
4
2.1
26.9
30.1
2.3
2.7
5.9
13.4
10.1
9.6
0
6
0
0.1
0
0
0
0
5
27
20
0.2
0
20.3
10.2
6
12.5
0
3.7
10.3
0
27.2
0
5.3
0
35.7
0
0
0.5
8
0
4.4
0
0
0
0
2.2
0
0
5
29.3
0
20.2
28.8
0.3
8.1
7
4.3
6.1
5.3
7
0
2.2
4.3
3
4
0
0
0
0
0
0
0
0
27
4.8
3.3
0
0
0
0
0.2
0
0
0
0
0
0
0
0
5.4
0
2.3
0
0
0
0
0
6.4
0
0
0
0
0.7
0
0
0
0
0
0
10.3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7
16.5
0
0
0
0
0
14.5
13
17.6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
14
0
0
0
5.4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6.5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8.5
12
0
14
12.5
32
7
0
0
0
0
0
0
1.9
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.5
3.7
0
0
0
17
3
6.7
0
23
17
0
1
0.4
10.4
28
1.4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9
0
0
26
53.3
6
2
4
9.8
0
0
17
6.3
1
0
7.6
0
0
0
0
0
0
18
1.3
0
0
0
6.2
10
0
5.3
2.2
10.5
0
0
0
30.2
0
0
0
0
7
0
0
0
0
3.5
2
30.2
6.1
4.1
6.2
9.3
1.2
0
0
0
0
6
9
4.5
10.5
7
3.7
0
1.2
42.3
16.2
8
5.2
7
6
2
0
0
0
0
0
0
0
6.3
0
0
0
0
0
0
0
0
0
0
0
0
1.9
37.4
0
0
0
0
0
6.7
91.3
12
63
3.8
4.2
0
0
0
0
0
0
0
0
0
1.5
34
0
6
18
46
1
8.5
0
0
16.3
10
3.1
0
0
0
0
0
0
0
0
26.8
0.8
0
0
5
5.3
0
0
22.8
2.2
0
0
0
0
0
0
0
0
0
0
0
0
0
20
12.8
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8.5
0
0
0
0
0
6.2
115.6
0.2
0.2
0.3
0
0
0
0
0
0
0
0
0
0
1.1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
13.6
26.7
0
0
0
0
0.3
0
0
0
0
0
0
0
0
0
0
0
0
0
5.4
0
0
0
0
0
0
0
0
0
0
0
9.5
0
0
0
0
0
0
0
0
0
0
0
0
0
23.7
8.1
5.9
11.7
0
0
0
0.2
0.5
0
0
0
0
0
0
0
0
0
21.8
0
0
0.2
0.1
0
0
0
1.6
0
0
0.2
6
0
0
0
0
0
0
0
0
5.5
0.3
0
0
0
0
0
0
0
7.8
0
0
0
0
0
0.1
0
0.8
0
0
0
0
0
0
0
0
1.5
0
0
0
5.5
0
0
0
29.8
3.5
8
0
0
3.6
0
15.1
15.3
0
0
0
0.5
0
0
0
0
0
30.6
0
0
0
0
0
0
8.1
0
0
0
0
0
0
0.3
0
0
0
0
0
0
0
0
0
63
9.8
9.6
5.6
20
16
5.2
10.2
0
0
0
0
0
0
0
0
0
0
0
46.8
22
0
0.6
0.4
0
0
0
0
19.5
0.1
1
7.5
14.4
5.9
0
0
0.1
0
0
0
7.2
14.4
0
17.5
10.9
8.8
0.1
0
1
15.4
0.5
0
0
0.1
0
0
58.6
2.4
9.8
22.5
1.8
0.3
9.8
5.2
0
0
0
6.5
7.2
0
0
0
0
0
0
0
0
5.2
0
10.4
5.6
0
0
18.5
1.6
10.6
0.2
5.4
0.9
12.5
0.5
22.1
8.5
0
8.5
13.9
0
21.7
4.6
0
0.2
0
0
2.6
0.3
0.3
0
0
0
0
0
0
0
0
10.1
0
0
38.2
0
0
2.3
1.2
29.4
0
0
32.5
0.2
2
43.1
24.6
2.7
1.8
3.5
0
0
0
0
0
0
0
0
0
0
0
0
0
0.3
4.5
0.2
0.5
0
0
8.8
0
0
0.2
0
0
0
0
0
0
0
0
0
0
0
1.3
0.2
0
0
0
0
0
0
0
0.2
0
6.8
1.6
0
0
0
15.4
22.2
0
39.3
0.2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.5
1.4
0
0
0
0
6.9
0.5
0
0.3
0
0
0
0
0
2.5
0
0
0.2
0
0.2
0
0
0
0
0
10.5
3.2
0.4
0
8.8
0
0
0
0
0
0
0
0
12.2
0
0
0
0.4
0
0
0
0
0
0
0
0
0.9
0.3
0
0
0
0
0
7.6
0
0
0.4
0.2
0
0
0
0
0
0.6
0
0
0
0.4
0.3
9.2
0
0
0.2
0
2.3
0
0.2
0
10.4
11.9
8.3
4.2
19.8
21.2
0
53.3
0.6
0.3
3.3
0
0
0
0
0
0
3.2
0
2.1
27.6
0
0
17.4
19.8
0
0
0
0
0
0
12.4
1.1
4.3
2.1
0.4
0
6.6
28.3
2.4
10.3
14.2
0.4
5.6
3.6
31.5
2.4
28.4
26.5
0.4
45.8
16.4
50.8
15.7
3.5
0
0
0
0
0
0
0.7
16.4
0
0
0
0
0
0
8.7
0
0
0
0
14.5
11.1
0.2
0
0
0
0
0
0.9
1.2
1.8
10.2
19.7
0.6
0
0
0
0
2.4
15.1
6.6
0
29.5
0
9.5
1.8
3.4
39.6
47.8
0
0.4
0
0
6.2
13.6
87.6
36.9
32.1
6.1
17.3
14.2
0.9
0
0
21.2
0
0
0
0
20.2
0
0
8.4
23.1
0.3
2
0
0
0
1.6
102.3
39.7
13.9
28.4
11.1
15.1
5.6
27.8
31
52.8
3.6
54.4
16.6
17
0.5
0
0
0.7
0
0
3.7
0
0
0
0
0
0.7
16.3
0
0
56.6
8.3
1.6
0.3
0
9.9
0
7.7
0
0
0
0
10.7
0
0
0
0
0
0
0
1.5
22.2
11.2
10.2
0.7
0
0
0
0
0
12.4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.4
0
0
0
0
0
0
0
1.8
63.4
0
0.7
0
0
0
0
0
0
0
0
0
0
6.5
0.5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.9
9.3
0
0
0
0
0
0
10.3
49.3
2.6
0
0
0
0
0
0
6.2
0
0
0
0
0
0.9
0.6
0
14.2
0
1.9
7.2
0
0
0
0
0
0
0
0
1.6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.7
1.3
0
0
0
0
0
0
0
5.6
24.9
20.3
6.9
0
0.6
14.2
28
0
0
0
0
0
0
21
0
0
0
20.7
0
12.6
4.4
1.4
36.4
0.7
0
0
0
0
0.9
0.8
0
0
0
0
0
10.8
0
0
0
0
19.5
0
0
0
14.4
0
0
0
6.8
0
0
0
0
0
1.6
28.7
0
8.9
12.8
0
0
0
0
0
0
0
0
0
0
1.5
0
1.1
0
0
0
16.4
0
0
0
0
13.4
34.4
0
0
0
1.4
0
0
12.1
0
0
0
0
0
0.4
9.1
19.4
0.3
7.6
0
0
0
0
0
0
0
22.1
0
0
0
34.5
0.4
0
0
0
0
0
2.6
25.6
0
0
0.6
15.1
9.2
0
0
0
2.7
15.6
4.8
17.3
4.7
1.6
1.2
4.9
20.5
6.4
0
1.1
0
0.4
0
27.3
2.6
0
0
0
0.9
0
0
7.3
0
0
0
0
0
0
0
0
0
2.6
2.7
0
0
0
0
0
8.2
1.3
13.9
5.6
0
23.7
2.1
4.2
0
0
0
0
0
0.3
6.7
23.5
0
32.6
37.3
0.7
0.6
0
0.6
0
0
0
38.7
8.5
2
8.5
0.5
5
12.2
3.6
0.4
0
0
0
0
0
0
0
7.9
0
24.8
27
66.3
17
35
0.7
0
0
0
0
0
0
0
0
0
0
0
8.3
0
0
0
0
0
1.4
19.7
0.9
0
0.2
0
20.3
1.9
30.5
0
0
0
0
0
0
0
0
12.9
4.2
17.4
0.8
0
0
2.6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5.2
15.1
0.6
1.6
0.3
0
0.2
0
0
0
0
0
0
2.8
0.2
11.9
0
0
3.3
0.3
4.7
0
3.9
3.5
30.9
20.6
6.1
1.7
0.4
1.2
0
0.3
0
0
0
0
0
0
5.5
6.4
9.3
14.6
0
0
0
0.4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8.5
0
0
0
0
0
0
0
0
7.9
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.3
0.3
0
0
0
0
0
0
0
0
0
11.2
0.5
5.1
0
1.1
0
8.3
0
0
0
0
0
0
0
0
0
0
10.2
6.5
0
12.4
0.2
3.2
14.8
1
0
0
13.9
0
0
0.7
20.9
0
0
25.7
36.8
3.3
2
2
0
0
0
0
0
0
0
0
0
12.3
17.4
0
0
0
0
0
0
27.8
0
5.4
0
0
0
0
0
11.3
0
3.2
0
0
0
0
0
2.8
0
0
0.5
2.5
5.2
48.4
5.5
8.5
0
0
0
5.9
18
12
1
5.5
0.5
0.8
0
0
0
0
0
10
22.2
6.4
0
0
0
0
0
0
0
22.7
11.5
0
0
10.2
8.8
22.1
0
0
0
0
14
0
0
3.6
0
0
6.3
0.3
16.7
7.5
9.4
19.6
0
0
2.9
0
0
2.9
0
23
69.4
7.8
5.2
0
6.3
0
9.1
10
2
0.3
0
0
21.8
0
0
0
34.9
11.9
16.9
3
0.9
4.1
0.6
5.9
0.8
1.2
49.6
0.8
0
38.6
19.2
3.2
0.9
1.1
0
0
9.9
2.3
0
0
0
0
0
4.2
10
0
0
0.1
0
14.3
4.7
0.3
0
0
0
0
0
0
4.2
0
0
0
0
0
0
0
0
0
0
0
11.8
0
0
13.3
5
0.9
0
0
0
0
0
0
0
0
0
3.7
7.1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.6
8.7
0
0
0
0
0
0
0
0
0
0
1.9
0
0
5.5
0.1
10.3
0.5
0
0
0.4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.3
0
11.3
0
0.8
0.3
2.7
51.8
0
1.1
0
0
0
0
0
0
0
0
0
0
9.9
0
0
0
0
0
0
0
0
30
7.1
8.8
6.6
0
0.1
0
0.3
0
4.7
0
0
0
0
0
0
0
0
0
19.4
5.6
0.5
0
0
0
1.2
5.9
0
0.2
0.2
0
0
1.5
20.3
0
0
0
0
1.4
0
0
0
1.2
0
0
0
0
0
0
4.5
3.5
1.7
12.7
0
0
36.5
26.4
7.8
0
0.3
0
67
21.2
0.2
9.3
0.2
0.5
18.7
31.2
1.2
0
0
34.5
0.6
0
0
0
0
0
0
0
0
0
0
0
0
23
0
0
0
0
6.3
36.4
4.9
0
0
0
4.3
0
16.4
14.7
0.8
2.6
0
0
1.1
21.1
25.8
2.1
1.3
0
0
0
0.5
1.7
22.8
0
0
0
0.9
0
6.5
5.3
20.8
7.8
0.4
0
0
0
0
1.3
0.2
1.9
0
0
0
0
0
7.6
0
0
29.9
9.8
8.5
0
0
0
2.1
0
0
0
10.1
0
0
0.7
0
0
0
12.2
38.9
0.2
14.2
16.5
0
57
21.9
15.4
0.4
0
0
9.7
0
12.4
4.3
0
28.9
1.5
0
0
0
0
0
0
15.1
9.2
9.6
0
3.5
0
0
0
0
0
12.1
36.6
14.1
16.5
14.7
6.4
0
51.7
9
0
0
0
0
13.5
0
0
0
0
0
47.5
41.8
0.4
0
0
14.7
1.2
0
0
0
0
0
0
0
0
0
0
9.5
0
133.1
9.4
0
0
0
0
0
0
10.4
0
2.4
5.8
0
0
0
0
0
14.1
0
0
14.6
10.3
25.4
0
0.6
0
0
9.7
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.5
0
0.9
1.8
1.4
1.7
8.8
0.2
3.9
0
0
0.6
0
0
0
0
0
0
40.3
1.6
0
0
0.6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.6
1.6
0
0
0
0
0
6.6
0
13.8
0.3
0
0
0
3.7
37.2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4.6
0
0
3.4
14.7
0
1.9
0.3
0
0
17.9
1.3
0
0
0.3
0
0
0
1.3
6.7
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.7
0
0
0
1.8
0
2.7
0.5
0
0
23.4
3.5
0
0
0
0
0
0
4.4
0
0
0
0
12.6
0
0
0
6
0
5.8
14.6
1.4
0
0.3
0
0
3.3
0
0
0
0
0
0
0
0
5
1.1
12.9
0
21.9
1.9
0
0
0
0
0.4
0
34.6
0
0
0
0
6.2
0.3
0.4
15.9
0
0
0
8.5
11.4
18.2
7.9
0
0
0.4
0
0
0
0
0
0
3.9
3.6
0
0
0
29.2
33.5
0.2
0
0
0
0
13.4
1.7
0
21.6
0.1
0
0
0
0
26.1
5.7
17.5
8.9
14.4
6.9
0
0
0
0
0
0
3.6
18.9
2.2
7.9
14.3
8.1
0
0.8
6.9
5.1
0
0
0
0
23.1
4.3
3.4
6.4
0
0
0
0
10.4
11.7
2.3
0
2.5
17.4
2.1
6.3
3.6
13.3
0
0
0
0
0
15.4
4.3
0
0
10.5
0
8.3
14.2
0
0
20.5
2.1
0
8.9
0.6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4.8
0
0
0
0
0
0
0
0
0
0
27.3
16.8
7.4
9.3
50.5
17.8
26.8
0
0
0
27.3
18.8
17.8
19.2
5.8
1.3
1.8
15.5
6.1
3.1
1.4
0.2
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8.5
0
0
0
1
